FirstSeen,Title,Artist,PeakRank,WeeksOnBoard,ArtistList
2017-07-01,What Ifs,Kane Brown Featuring Lauren Alaina,26,23,Kane Brown;Lauren Alaina
2017-06-24,Somebody Else Will,Justin Moore,59,13,Justin Moore
2017-06-24,Small Town Boy,Dustin Lynch,36,20,Dustin Lynch
2017-06-17,No Such Thing As A Broken Heart,Old Dominion,46,19,Old Dominion
2017-06-10,Boy,Lee Brice,94,1,Lee Brice
2017-06-10,Yours If You Want It,Rascal Flatts,71,10,Rascal Flatts
2017-05-27,Either Way,Chris Stapleton,89,2,Chris Stapleton
2017-05-27,Every Time I Hear That Song,Blake Shelton,56,11,Blake Shelton
2017-05-27,Malibu,Miley Cyrus,10,15,Miley Cyrus
2017-05-13,My Girl,Dylan Scott,39,20,Dylan Scott
2017-05-06,Broken Halos,Chris Stapleton,45,20,Chris Stapleton
2017-04-29,Bar At The End Of The World,Kenny Chesney,92,1,Kenny Chesney
2017-04-29,Flatliner,Cole Swindell,56,18,Cole Swindell
2017-04-29,If I Told You,Darius Rucker,53,11,Darius Rucker
2017-04-22,Tin Man,Miranda Lambert,75,1,Miranda Lambert
2017-04-22,You Look Good,Lady Antebellum,59,20,Lady Antebellum
2017-04-22,How Not To,Dan + Shay,57,14,Dan + Shay
2017-04-22,Craving You,Thomas Rhett Featuring Maren Morris,39,20,Thomas Rhett;Maren Morris
2017-04-15,Speak To A Girl,Tim McGraw & Faith Hill,61,2,Tim McGraw;Faith Hill
2017-03-18,Hometown Girl,Josh Turner,56,16,Josh Turner
2017-03-18,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,46,19,Backstreet Boys;Florida Georgia Line
2017-03-04,Yeah Boy,Kelsea Ballerini,65,13,Kelsea Ballerini
2017-03-04,Hurricane,Luke Combs,31,22,Luke Combs
2017-02-25,My Old Man,Zac Brown Band,68,4,Zac Brown Band
2017-02-25,In Case You Didn't Know,Brett Young,19,28,Brett Young
2017-02-18,Body Like A Back Road,Sam Hunt,6,41,Sam Hunt
2017-02-11,Road Less Traveled,Lauren Alaina,67,12,Lauren Alaina
2017-02-11,Fast,Luke Bryan,58,13,Luke Bryan
2017-02-11,Any Ol' Barstool,Jason Aldean,52,18,Jason Aldean
2017-02-04,Black,Dierks Bentley,56,19,Dierks Bentley
2017-01-28,Drinkin' Too Much,Sam Hunt,89,1,Sam Hunt
2017-01-21,The Weekend,Brantley Gilbert,64,20,Brantley Gilbert
2017-01-21,Sober Saturday Night,Chris Young Featuring Vince Gill,47,11,Vince Gill;Chris Young
2017-01-21,I Got You,Bebe Rexha,43,11,Bebe Rexha
2017-01-14,Seein' Red,Dustin Lynch,55,9,Dustin Lynch
2016-12-24,Dirt On My Boots,Jon Pardi,37,20,Jon Pardi
2016-12-10,Parachute,Chris Stapleton,78,5,Chris Stapleton
2016-12-10,Play That Song,Train,41,20,Train
2016-12-03,A Guy With A Girl,Blake Shelton,42,17,Blake Shelton
2016-11-26,Kill A Word,Eric Church Featuring Rhiannon Giddens,71,15,Rhiannon Giddens;Eric Church
2016-11-19,Star Of The Show,Thomas Rhett,45,19,Thomas Rhett
2016-11-19,Better Man,Little Big Town,34,20,Little Big Town
2016-11-05,80s Mercedes,Maren Morris,74,13,Maren Morris
2016-11-05,How I'll Always Be,Tim McGraw,70,12,Tim McGraw
2016-11-05,Dirty Laundry,Carrie Underwood,48,16,Carrie Underwood
2016-11-05,Alone,Marshmello,28,11,Marshmello
2016-10-29,Today,Brad Paisley,67,11,Brad Paisley
2016-10-22,Wanna Be That Song,Brett Eldredge,46,20,Brett Eldredge
2016-10-15,Song For Another Time,Old Dominion,59,18,Old Dominion
2016-10-08,Forever Country,"Artists Of Then, Now & Forever",21,4,"Artists Of Then, Now & Forever"
2016-10-01,Sleep Without You,Brett Young,47,18,Brett Young
2016-10-01,Blue Ain't Your Color,Keith Urban,24,21,Keith Urban
2016-09-17,May We All,Florida Georgia Line Featuring Tim McGraw,30,20,Florida Georgia Line;Tim McGraw
2016-09-10,Move,Luke Bryan,50,14,Luke Bryan
2016-09-03,In The Name Of Love,Martin Garrix & Bebe Rexha,24,23,Martin Garrix;Bebe Rexha
2016-08-27,You Look Like I Need A Drink,Justin Moore,79,8,Justin Moore
2016-08-20,Setting The World On Fire,Kenny Chesney Featuring P!nk,29,20,P!nk;Kenny Chesney
2016-08-13,Castaway,Zac Brown Band,96,2,Zac Brown Band
2016-08-13,Middle Of A Memory,Cole Swindell,46,20,Cole Swindell
2016-08-13,It Don't Hurt Like It Used To,Billy Currington,44,17,Billy Currington
2016-08-06,A Little More Summertime,Jason Aldean,52,13,Jason Aldean
2016-08-06,Vice,Miranda Lambert,47,19,Miranda Lambert
2016-07-16,She's Got A Way With Words,Blake Shelton,61,12,Blake Shelton
2016-07-09,Ain't No Stopping Us Now,Kane Brown,88,1,Kane Brown
2016-07-09,Night's On Fire,David Nail,81,5,David Nail
2016-06-18,Fix,Chris Lane,65,12,Chris Lane
2016-06-18,Make You Miss Me,Sam Hunt,45,19,Sam Hunt
2016-06-18,Different For Girls,Dierks Bentley Featuring Elle King,42,20,Dierks Bentley;Elle King
2016-06-18,Peter Pan,Kelsea Ballerini,35,20,Kelsea Ballerini
2016-06-11,From The Ground Up,Dan + Shay,48,16,Dan + Shay
2016-06-04,The Fighter,Keith Urban Featuring Carrie Underwood,38,23,Keith Urban;Carrie Underwood
2016-05-28,Go Ahead And Break My Heart,Blake Shelton Featuring Gwen Stefani,70,1,Blake Shelton;Gwen Stefani
2016-05-28,Church Bells,Carrie Underwood,43,17,Carrie Underwood
2016-05-21,H.O.L.Y.,Florida Georgia Line,14,22,Florida Georgia Line
2016-04-23,Wasted Time,Keith Urban,51,17,Keith Urban
2016-04-23,Record Year,Eric Church,44,20,Eric Church
2016-04-23,Lights Come On,Jason Aldean,43,19,Jason Aldean
2016-04-16,Noise,Kenny Chesney,72,14,Kenny Chesney
2016-04-16,"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,37,20,Luke Bryan
2016-03-26,American Country Love Song,Jake Owen,55,17,Jake Owen
2016-03-26,Came Here To Forget,Blake Shelton,36,19,Blake Shelton
2016-03-19,Head Over Boots,Jon Pardi,51,24,Jon Pardi
2016-03-19,T-Shirt,Thomas Rhett,41,20,Thomas Rhett
2016-03-19,Piece By Piece,Kelly Clarkson,8,15,Kelly Clarkson
2016-03-12,Mind Reader,Dustin Lynch,57,16,Dustin Lynch
2016-03-05,That Don't Sound Like You,Lee Brice,64,11,Lee Brice
2016-03-05,Think Of You,Chris Young Duet With Cassadee Pope,40,20,Chris Young;Cassadee Pope
2016-02-27,Whisper,Chase Rice,94,1,Chase Rice
2016-02-27,Die A Happy Man,Nelly,83,1,Nelly
2016-02-13,Country Nation,Brad Paisley,94,2,Brad Paisley
2016-02-13,I Like The Sound Of That,Rascal Flatts,52,16,Rascal Flatts
2016-02-13,My Church,Maren Morris,50,20,Maren Morris
2016-02-13,Snapback,Old Dominion,50,20,Old Dominion
2016-02-13,Somewhere On A Beach,Dierks Bentley,35,20,Dierks Bentley
2016-02-13,Humble And Kind,Tim McGraw,30,20,Tim McGraw
2016-01-30,Drunk On Your Love,Brett Eldredge,35,15,Brett Eldredge
2016-01-23,Nobody To Blame,Chris Stapleton,68,15,Chris Stapleton
2016-01-23,Heartbeat,Carrie Underwood,42,14,Carrie Underwood
2016-01-16,Mr. Misunderstood,Eric Church,84,5,Eric Church
2016-01-16,Break On Me.,Keith Urban,54,12,Keith Urban
2016-01-16,Confession,Florida Georgia Line,53,20,Florida Georgia Line
2016-01-02,You Should Be Here,Cole Swindell,31,20,Cole Swindell
2015-12-12,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,38,19,Luke Bryan;Karen Fairchild
2015-11-28,Traveller,Chris Stapleton,87,1,Chris Stapleton
2015-11-21,Already Callin' You Mine,Parmalee,91,3,Parmalee
2015-11-21,We Went,Randy Houser,60,13,Randy Houser
2015-11-21,Beautiful Drug,Zac Brown Band,52,20,Zac Brown Band
2015-11-21,Tennessee Whiskey,Chris Stapleton,20,6,Chris Stapleton
2015-11-14,Used To Love You Sober,Kane Brown,82,1,Kane Brown
2015-11-14,Dibs,Kelsea Ballerini,58,17,Kelsea Ballerini
2015-10-31,Top Of The World,Tim McGraw,73,13,Tim McGraw
2015-10-24,Stay A Little Longer,Brothers Osborne,46,20,Brothers Osborne
2015-10-24,Break Up In A Small Town,Sam Hunt,29,20,Sam Hunt
2015-10-10,Die A Happy Man,Thomas Rhett,21,30,Thomas Rhett
2015-10-03,Gonna,Blake Shelton,54,18,Blake Shelton
2015-09-12,I'm To Blame,Kip Moore,100,1,Kip Moore
2015-09-12,Smoke Break,Carrie Underwood,43,19,Carrie Underwood
2015-08-29,Gonna Wanna Tonight,Chase Rice,67,12,Chase Rice
2015-08-29,Nothin' Like You,Dan + Shay,51,19,Dan + Shay
2015-08-22,Let Me See Ya Girl,Cole Swindell,59,18,Cole Swindell
2015-08-08,Save It For A Rainy Day,Kenny Chesney,54,17,Kenny Chesney
2015-08-08,Strip It Down,Luke Bryan,30,20,Luke Bryan
2015-08-01,Fly,Maddie & Tae,61,14,Maddie & Tae
2015-08-01,Burning House,Cam,29,25,Cam
2015-07-25,Break Up With Him,Old Dominion,44,20,Old Dominion
2015-07-11,Real Life,Jake Owen,74,13,Jake Owen
2015-06-27,Lose My Mind,Brett Eldredge,48,20,Brett Eldredge
2015-06-27,"John Cougar, John Deere, John 3:16",Keith Urban,40,20,Keith Urban
2015-06-20,Hell Of A Night,Dustin Lynch,55,16,Dustin Lynch
2015-06-20,House Party,Sam Hunt,26,20,Sam Hunt
2015-06-13,Buy Me A Boat,Chris Janson,41,20,Chris Janson
2015-06-13,Loving You Easy,Zac Brown Band,40,17,Zac Brown Band
2015-06-06,Kick The Dust Up,Luke Bryan,26,20,Luke Bryan
2015-05-30,I'm Comin' Over,Chris Young,33,23,Chris Young
2015-05-16,Crushin' It,Brad Paisley,66,15,Brad Paisley
2015-05-16,One Hell Of An Amen,Brantley Gilbert,44,18,Brantley Gilbert
2015-05-02,Sangria,Blake Shelton,38,20,Blake Shelton
2015-04-25,Crash And Burn,Thomas Rhett,36,20,Thomas Rhett
2015-04-18,Love Me Like You Mean It,Kelsea Ballerini,45,18,Kelsea Ballerini
2015-04-11,Like A Wrecking Ball,Eric Church,51,22,Eric Church
2015-03-28,Games,Luke Bryan,92,5,Luke Bryan
2015-03-28,Wild Child,Kenny Chesney With Grace Potter,56,15,Grace Potter;Kenny Chesney
2015-03-28,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,55,17,Catherine Dunn;Tim McGraw
2015-03-28,Little Toy Guns,Carrie Underwood,47,18,Carrie Underwood
2015-03-21,New Romantics,Taylor Swift,46,8,Taylor Swift
2015-03-21,Don't It,Billy Currington,44,20,Billy Currington
2015-03-14,You Are In Love,Taylor Swift,83,1,Taylor Swift
2015-03-14,First Kiss,Kid Rock,66,1,Kid Rock
2015-03-14,Raise 'Em Up,Keith Urban Featuring Eric Church,56,14,Keith Urban;Eric Church
2015-03-07,Wonderland,Taylor Swift,51,1,Taylor Swift
2015-02-28,Little Red Wagon,Miranda Lambert,55,11,Miranda Lambert
2015-02-21,Girl Crush,Little Big Town,18,24,Little Big Town
2015-01-31,Say You Do,Dierks Bentley,52,18,Dierks Bentley
2015-01-31,Homegrown,Zac Brown Band,35,20,Zac Brown Band
2015-01-31,Heartbeat Song,Kelly Clarkson,21,20,Kelly Clarkson
2015-01-17,What We Ain't Got,Jake Owen,89,11,Jake Owen
2015-01-17,A Guy Walks Into A Bar,Tyler Farr,51,20,Tyler Farr
2015-01-17,Ain't Worth The Whiskey,Cole Swindell,43,19,Cole Swindell
2015-01-17,Take Your Time,Sam Hunt,20,32,Sam Hunt
2015-01-03,Lonely Eyes,Chris Young,50,18,Chris Young
2014-12-20,Like A Cowboy,Randy Houser,62,14,Randy Houser
2014-12-20,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,47,17,Ashley Monroe;Blake Shelton
2014-12-13,I See You,Luke Bryan,41,19,Luke Bryan
2014-11-29,Make Me Wanna,Thomas Rhett,43,20,Thomas Rhett
2014-11-22,Homegrown Honey,Darius Rucker,53,20,Darius Rucker
2014-11-22,Mean To Me,Brett Eldredge,53,20,Brett Eldredge
2014-11-15,Til It's Gone,Kenny Chesney,60,14,Kenny Chesney
2014-11-15,Style,Taylor Swift,6,32,Taylor Swift
2014-11-15,Wildest Dreams,Taylor Swift,5,27,Taylor Swift
2014-11-15,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1,25,Kendrick Lamar;Taylor Swift
2014-11-15,Blank Space,Taylor Swift,1,36,Taylor Swift
2014-11-08,Welcome To New York,Taylor Swift,48,2,Taylor Swift
2014-11-08,Talladega,Eric Church,43,20,Eric Church
2014-11-01,I'm Not Gonna Miss You,Glen Campbell,90,1,Glen Campbell
2014-11-01,Drinking Class,Lee Brice,53,22,Lee Brice
2014-11-01,Out Of The Woods,Taylor Swift,18,10,Taylor Swift
2014-10-25,Perfect Storm,Brad Paisley,52,17,Brad Paisley
2014-10-25,Sippin' On Fire,Florida Georgia Line,40,20,Florida Georgia Line
2014-10-18,Bumpin' The Night,Florida Georgia Line,69,1,Florida Georgia Line
2014-10-18,Just Gettin' Started,Jason Aldean,54,18,Jason Aldean
2014-10-18,Shotgun Rider,Tim McGraw,38,20,Tim McGraw
2014-10-18,Something In The Water,Carrie Underwood,24,20,Carrie Underwood
2014-10-11,Feelin' It,Scotty McCreery,84,11,Scotty McCreery
2014-10-11,Close Your Eyes,Parmalee,69,16,Parmalee
2014-10-11,Anything Goes,Florida Georgia Line,55,18,Florida Georgia Line
2014-10-11,Tonight Looks Good On You,Jason Aldean,46,18,Jason Aldean
2014-10-04,Gonna Know We Were Here,Jason Aldean,54,16,Jason Aldean
2014-10-04,Sun Daze,Florida Georgia Line,44,20,Florida Georgia Line
2014-09-27,Angel In Blue Jeans,Train,79,3,Train
2014-09-27,Two Night Town,Jason Aldean,76,1,Jason Aldean
2014-09-20,Look At You,Big & Rich,73,14,Big & Rich
2014-09-20,Sweet Little Somethin',Jason Aldean,71,2,Jason Aldean
2014-09-13,Somewhere In My Car,Keith Urban,49,20,Keith Urban
2014-09-06,Neon Light,Blake Shelton,43,20,Blake Shelton
2014-09-06,Shake It Off,Taylor Swift,1,50,Taylor Swift
2014-08-23,Cold One,Eric Church,88,6,Eric Church
2014-08-16,Girl In A Country Song,Maddie & Tae,54,20,Maddie & Tae
2014-08-09,Burnin' It Down,Jason Aldean,12,20,Jason Aldean
2014-08-02,Roller Coaster,Luke Bryan,43,20,Luke Bryan
2014-07-26,Dust,Eli Young Band,79,9,Eli Young Band
2014-07-26,Dirt,Florida Georgia Line,11,20,Florida Georgia Line
2014-07-12,Leave The Night On,Sam Hunt,30,21,Sam Hunt
2014-07-05,American Kids,Kenny Chesney,23,20,Kenny Chesney
2014-06-28,Hope You Get Lonely Tonight,Cole Swindell,50,20,Cole Swindell
2014-06-21,Day Drinking,Little Big Town,40,20,Little Big Town
2014-06-14,I Got A Car,George Strait,89,7,George Strait
2014-06-14,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,41,19,Tim McGraw;Faith Hill
2014-06-07,Bartender,Lady Antebellum,31,20,Lady Antebellum
2014-06-07,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,19,20,Miranda Lambert;Carrie Underwood
2014-05-31,Chainsaw,The Band Perry,86,9,The Band Perry
2014-05-31,Drunk On A Plane,Dierks Bentley,27,20,Dierks Bentley
2014-05-24,17 Again,Brantley Gilbert,90,1,Brantley Gilbert
2014-05-24,River Bank,Brad Paisley,54,18,Brad Paisley
2014-05-17,My Baby's Guns N' Roses,Brantley Gilbert,87,1,Brantley Gilbert
2014-05-17,My Eyes,Blake Shelton Featuring Gwen Sebastian,39,16,Gwen Sebastian;Blake Shelton
2014-05-10,We Are Tonight,Billy Currington,60,19,Billy Currington
2014-05-10,Who I Am With You,Chris Young,48,19,Chris Young
2014-05-10,Yeah,Joe Nichols,41,20,Joe Nichols
2014-05-03,"Where It's At (Yep, Yep)",Dustin Lynch,42,20,Dustin Lynch
2014-05-03,I Don't Dance,Lee Brice,33,20,Lee Brice
2014-04-12,Whiskey In My Water,Tyler Farr,52,18,Tyler Farr
2014-04-12,Beachin',Jake Owen,26,20,Jake Owen
2014-04-05,Lookin' For That Girl,Tim McGraw,85,4,Tim McGraw
2014-03-29,Slow Me Down,Sara Evans,89,5,Sara Evans
2014-03-29,Play It Again,Luke Bryan,14,20,Luke Bryan
2014-03-08,Lettin' The Night Roll,Justin Moore,49,20,Justin Moore
2014-03-01,Achy Breaky 2,Buck 22 Featuring Billy Ray Cyrus,80,1,Buck 22;Billy Ray Cyrus
2014-03-01,Automatic,Miranda Lambert,35,19,Miranda Lambert
2014-02-22,Beat Of The Music,Brett Eldredge,44,20,Brett Eldredge
2014-02-15,A Man Who Was Gonna Die Young,Eric Church,89,1,Eric Church
2014-02-15,Cop Car,Keith Urban,41,18,Keith Urban
2014-02-08,Invisible,Hunter Hayes,44,12,Hunter Hayes
2014-02-01,Everything I Shouldn't Be Thinking About,Thompson Square,69,12,Thompson Square
2014-02-01,Take Me Home,Cash Cash Featuring Bebe Rexha,57,13,Cash Cash;Bebe Rexha
2014-02-01,Rewind,Rascal Flatts,38,20,Rascal Flatts
2014-02-01,Doin' What She Likes,Blake Shelton,35,17,Blake Shelton
2014-01-25,Goodnight Kiss,Randy Houser,52,16,Randy Houser
2014-01-25,Get Me Some Of That,Thomas Rhett,41,20,Thomas Rhett
2014-01-25,Give Me Back My Hometown,Eric Church,36,20,Eric Church
2014-01-18,19 You + Me,Dan + Shay,42,18,Dan + Shay
2014-01-18,Drink To That All Night,Jerrod Niemann,34,20,Jerrod Niemann
2014-01-04,I Hold On,Dierks Bentley,40,19,Dierks Bentley
2014-01-04,Bottoms Up,Brantley Gilbert,20,25,Brantley Gilbert
2013-12-21,Underneath The Tree,Kelly Clarkson,12,10,Kelly Clarkson
2013-12-14,When She Says Baby,Jason Aldean,38,20,Jason Aldean
2013-12-14,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,15,28,Florida Georgia Line;Jason Derulo;Luke Bryan
2013-11-30,Up All Night,Jon Pardi,56,13,Jon Pardi
2013-11-23,Compass,Lady Antebellum,46,20,Lady Antebellum
2013-11-23,Drink A Beer,Luke Bryan,31,20,Luke Bryan
2013-11-09,The Outsiders,Eric Church,51,7,Eric Church
2013-11-09,Sweeter Than Fiction,Taylor Swift,34,1,Taylor Swift
2013-11-02,Radio,Darius Rucker,65,15,Darius Rucker
2013-11-02,Don't Let Me Be Lonely,The Band Perry,59,16,The Band Perry
2013-11-02,Sweet Annie,Zac Brown Band,47,17,Zac Brown Band
2013-11-02,Chillin' It,Cole Swindell,28,20,Cole Swindell
2013-11-02,Stay,Florida Georgia Line,28,20,Florida Georgia Line
2013-10-26,Someone Else,Miley Cyrus,93,1,Miley Cyrus
2013-10-26,All Kinds Of Kinds,Miranda Lambert,89,5,Miranda Lambert
2013-10-26,Drive,Miley Cyrus,87,1,Miley Cyrus
2013-10-26,Days Of Gold,Jake Owen,83,9,Jake Owen
2013-10-26,Ready Set Roll,Chase Rice,54,21,Chase Rice
2013-10-26,Adore You,Miley Cyrus,21,18,Miley Cyrus
2013-10-19,Whatever She's Got,David Nail,35,21,David Nail
2013-10-05,Carolina,Parmalee,36,19,Parmalee
2013-09-28,We Were Us,Keith Urban And Miranda Lambert,26,20,Keith Urban;Miranda Lambert
2013-09-14,Sunny And 75,Joe Nichols,39,20,Joe Nichols
2013-09-07,Wrecking Ball,Miley Cyrus,1,32,Miley Cyrus
2013-08-31,Your Side Of The Bed,Little Big Town,96,1,Little Big Town
2013-08-31,That's My Kind Of Night,Luke Bryan,15,21,Luke Bryan
2013-08-17,Mine Would Be You,Blake Shelton,28,20,Blake Shelton
2013-08-10,When I See This Bar,Kenny Chesney,84,7,Kenny Chesney
2013-08-10,Southern Girl,Tim McGraw,42,20,Tim McGraw
2013-08-03,Aw Naw,Chris Young,45,20,Chris Young
2013-07-13,Goodbye Town,Lady Antebellum,80,11,Lady Antebellum
2013-07-13,Parking Lot Party,Lee Brice,62,20,Lee Brice
2013-07-13,Drunk Last Night,Eli Young Band,41,20,Eli Young Band
2013-06-29,Round Here,Florida Georgia Line,28,20,Florida Georgia Line
2013-06-29,It Goes Like This,Thomas Rhett,25,22,Thomas Rhett
2013-06-22,Wasting All These Tears,Cassadee Pope,37,20,Cassadee Pope
2013-06-22,We Can't Stop,Miley Cyrus,2,26,Miley Cyrus
2013-06-15,Point At You,Justin Moore,53,19,Justin Moore
2013-06-15,Redneck Crazy,Tyler Farr,29,20,Tyler Farr
2013-06-08,Don't Ya,Brett Eldredge,30,20,Brett Eldredge
2013-06-01,People Like Us,Kelly Clarkson,65,10,Kelly Clarkson
2013-06-01,Little Bit Of Everything,Keith Urban,33,20,Keith Urban
2013-05-25,Can't Shake You,Gloriana,83,4,Gloriana
2013-05-25,Runnin' Outta Moonlight,Randy Houser,24,20,Randy Houser
2013-05-18,Hey Girl,Billy Currington,39,21,Billy Currington
2013-05-18,See You Again,Carrie Underwood,34,20,Carrie Underwood
2013-05-11,Jump Right In,Zac Brown Band,53,15,Zac Brown Band
2013-05-04,Fall Down,will.i.am Featuring Miley Cyrus,58,1,will.i.am;Miley Cyrus
2013-04-27,Accidental Racist,Brad Paisley Featuring LL Cool J,77,1,LL Cool J;Brad Paisley
2013-04-27,See You Tonight,Scotty McCreery,52,18,Scotty McCreery
2013-04-27,I Want Crazy,Hunter Hayes,19,20,Hunter Hayes
2013-04-27,Crash My Party,Luke Bryan,18,21,Luke Bryan
2013-04-13,Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,12,21,Blake Shelton;Pistol Annies & Friends
2013-04-06,Anywhere With You,Jake Owen,46,20,Jake Owen
2013-04-06,Hey Pretty Girl,Kip Moore,41,20,Kip Moore
2013-03-30,1994,Jason Aldean,52,11,Jason Aldean
2013-03-30,DONE.,The Band Perry,43,20,The Band Perry
2013-03-23,Buzzkill,Luke Bryan,74,2,Luke Bryan
2013-03-23,Beat This Summer,Brad Paisley,46,20,Brad Paisley
2013-03-16,More Than Miles,Brantley Gilbert,73,19,Brantley Gilbert
2013-03-09,Like Jesus Does,Eric Church,59,17,Eric Church
2013-03-09,Hey Porsche,Nelly,42,4,Nelly
2013-02-23,I Can Take It From There,Chris Young,63,12,Chris Young
2013-02-23,Pirate Flag,Kenny Chesney,46,18,Kenny Chesney
2013-02-23,Downtown,Lady Antebellum,29,20,Lady Antebellum
2013-02-23,Highway Don't Care,Tim McGraw With Taylor Swift,22,20,Tim McGraw;Taylor Swift
2013-02-09,Let There Be Cowgirls,Chris Cagle,96,3,Chris Cagle
2013-02-09,Get Your Shine On,Florida Georgia Line,27,20,Florida Georgia Line
2013-02-09,Mama's Broken Heart,Miranda Lambert,20,20,Miranda Lambert
2013-02-02,Wagon Wheel,Darius Rucker,15,26,Darius Rucker
2013-01-26,The Moment I Knew,Taylor Swift,64,1,Taylor Swift
2013-01-26,Sure Be Cool If You Did,Blake Shelton,24,20,Blake Shelton
2013-01-19,I Drive Your Truck,Lee Brice,47,20,Lee Brice
2013-01-05,Cry,Cassadee Pope,60,1,Cassadee Pope
2012-12-29,Two Black Cadillacs,Carrie Underwood,41,20,Carrie Underwood
2012-12-29,Stupid Boy,Cassadee Pope,40,1,Cassadee Pope
2012-12-15,Are You Happy Now?,Cassadee Pope,95,1,Cassadee Pope
2012-12-15,One Of Those Nights,Tim McGraw,32,20,Tim McGraw
2012-12-08,Somebody's Heartbreak,Hunter Hayes,54,20,Hunter Hayes
2012-12-08,Give It All We Got Tonight,George Strait,43,20,George Strait
2012-12-08,Over You,Cassadee Pope,25,2,Cassadee Pope
2012-12-01,Just A Fool,Christina Aguilera With Blake Shelton,71,2,Christina Aguilera;Blake Shelton
2012-11-24,Tornado,Little Big Town,51,20,Little Big Town
2012-11-24,The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,40,20,Jason Aldean;Luke Bryan;Eric Church
2012-11-17,Don't Rush,Kelly Clarkson Featuring Vince Gill,87,3,Vince Gill;Kelly Clarkson
2012-11-17,Tip It On Back,Dierks Bentley,66,16,Dierks Bentley
2012-11-17,If I Didn't Have You,Thompson Square,49,20,Thompson Square
2012-11-17,Better Dig Two,The Band Perry,28,20,The Band Perry
2012-11-10,Stay Stay Stay,Taylor Swift,91,1,Taylor Swift
2012-11-10,All Too Well,Taylor Swift,80,1,Taylor Swift
2012-11-10,I Almost Do,Taylor Swift,65,1,Taylor Swift
2012-11-10,Everything Has Changed,Taylor Swift Featuring Ed Sheeran,32,20,Taylor Swift;Ed Sheeran
2012-11-10,22,Taylor Swift,20,20,Taylor Swift
2012-11-03,Night Train,Jason Aldean,26,20,Jason Aldean
2012-11-03,Catch My Breath,Kelly Clarkson,19,24,Kelly Clarkson
2012-11-03,State Of Grace,Taylor Swift,13,1,Taylor Swift
2012-10-27,El Cerrito Place,Kenny Chesney,72,13,Kenny Chesney
2012-10-27,Goodbye In Her Eyes,Zac Brown Band,48,20,Zac Brown Band
2012-10-27,I Knew You Were Trouble.,Taylor Swift,2,36,Taylor Swift
2012-10-20,Southern Comfort Zone,Brad Paisley,54,20,Brad Paisley
2012-10-20,How Country Feels,Randy Houser,42,20,Randy Houser
2012-10-20,Every Storm (Runs Out Of Rain),Gary Allan,26,20,Gary Allan
2012-10-20,Red,Taylor Swift,6,22,Taylor Swift
2012-10-13,Begin Again,Taylor Swift,7,20,Taylor Swift
2012-10-06,Beer Money,Kip Moore,51,20,Kip Moore
2012-09-29,Til My Last Day,Justin Moore,51,20,Justin Moore
2012-09-22,Ronan,Taylor Swift,16,2,Taylor Swift
2012-09-15,Shinin' On Me,Jerrod Niemann,92,7,Jerrod Niemann
2012-09-08,Creepin',Eric Church,56,20,Eric Church
